size,algorithm,run_index,seed,time_s,cutoff,block_size,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
16,blocked_opt,0,42,0.00000130,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
16,blocked_opt,1,43,0.00000113,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
16,blocked_opt,2,44,0.00000104,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked_opt,0,42,0.00000819,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked_opt,1,43,0.00000713,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked_opt,2,44,0.00000709,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked_opt,0,42,0.00005753,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked_opt,1,43,0.00005244,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked_opt,2,44,0.00005238,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked_opt,0,42,0.00050843,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked_opt,1,43,0.00052585,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked_opt,2,44,0.00053602,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
256,blocked_opt,0,42,0.00439547,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
256,blocked_opt,1,43,0.00400253,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
256,blocked_opt,2,44,0.00403142,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
