size,data_structure,operation,run_index,seed,time_s,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
9000,my_vector,push_back,1,43,0.00692180,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
9000,my_vector,push_back,2,44,0.00673921,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,my_vector,push_back,0,42,0.00837245,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,my_vector,push_back,1,43,0.00891670,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,my_vector,push_back,2,44,0.00874579,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_heap,insert,0,42,0.00145722,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_heap,insert,1,43,0.00153499,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_heap,insert,2,44,0.00151281,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
2000,my_heap,insert,0,42,0.00619694,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
2000,my_heap,insert,1,43,0.00563377,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
2000,my_heap,insert,2,44,0.00597071,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_heap,insert,0,42,0.01260672,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_heap,insert,1,43,0.01322990,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_heap,insert,2,44,0.01316281,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_heap,insert,0,42,0.02266533,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_heap,insert,1,43,0.02244795,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_heap,insert,2,44,0.02290102,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_heap,insert,0,42,0.03638905,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_heap,insert,1,43,0.03629200,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_heap,insert,2,44,0.03633915,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_heap,insert,0,42,0.05475152,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_heap,insert,1,43,0.05434455,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_heap,insert,2,44,0.05396164,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_heap,insert,0,42,0.07139009,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_heap,insert,1,43,0.07098892,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_heap,insert,2,44,0.07145420,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_heap,insert,0,42,0.09108315,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_heap,insert,1,43,0.09261461,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_heap,insert,2,44,0.09399336,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
